wsdlURL;service name;GOWS;FGWS;DWS;CWS;AWS
https://development.avalara.net/Tax/TaxSvc.wsdl;TaxSvc;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/590_Belarus_WEB.wsdl;FindBlankWS;0;0;0;0;0
http://www.xignite.com/xInsider.asmx?WSDL;XigniteInsider;1;0;1;1;0
https://staging.prepaidfinancialservices.com/accountapiv2/service.wsdl;Service;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/11198_United_States_CurrencyExchange.wsdl;DOTSCurrencyExchange;0;0;0;0;0
http://www.xignite.com/xEdgar.asmx?WSDL;XigniteEdgar;0;0;1;1;0
http://api.cba.am/exchangerates.asmx?WSDL;Gate;0;0;0;0;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service147.wsdl;GetCurrencyExchangeSOAP;0;0;0;0;0
https://staging.prepaidfinancialservices.com/accountapiv2/service.asmx?WSDL;Service;0;0;0;0;0
http://webservices.lb.lt/LBInterestRates/LBInterestRates.asmx?WSDL;LBInterestRates;0;0;0;0;0
http://www.lb.lt/funkcijos/litas.asmx?WSDL;Litas;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/1354_Canada_FinanceService.wsdl;FinanceService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/4662_Germany_server1.wsdl;CanadaTaxCalculator;0;0;0;0;0
http://webservices.lb.lt/VilibidVilibor/VilibidVilibor.asmx?WSDL;VilibidVilibor;0;0;0;0;1
http://www.xignite.com/xEarningsCalendar.asmx?WSDL;XigniteEarningsCalendar;1;0;0;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service7.ValueManipulation.wsdl;CurrencyConvert;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/7146_Romania_financials.wsdl;FinancialsWebService;0;0;0;1;0
http://globalcurrencies.xignite.com/xGlobalCurrencies.asmx?WSDL;XigniteGlobalCurrencies;0;0;1;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service19.Specialist.wsdl;eBayWatcherService;0;0;0;0;0
http://www.xignite.com/xge.asmx?WSDL;XigniteGE;0;0;0;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/20158_United_States_Final_System_Implementation.wsdl;Final%20System%20Implementation;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/14118_United_States_Account.wsdl;Account;0;0;0;0;1
http://www.xignite.com/xoptions.asmx?WSDL;XigniteOptions;0;0;1;1;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/16021_United_States_getrates.wsdl;GetGetServiceData;0;1;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/2236_United_States_Currency_Converter.wsdl;Currency_ConverterService;0;0;0;0;0
http://www.lb.lt/funkcijos/vp.asmx?WSDL;Vp;0;0;0;0;0
http://www.xignite.com/xMaster.asmx?WSDL;XigniteMaster;0;0;1;1;0
http://www.xignite.com/xIndexComponents.asmx?WSDL;XigniteIndexComponents;0;0;0;0;0
http://www.webservicex.net/CurrencyConvertor.asmx?WSDL;CurrencyConvertor;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service76.wsdl;DOTSFastTax;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/2232_United_States_Currency_Code_Search.wsdl;Currency_Code_SearchService;0;0;0;0;0
http://webservices.eurotaxglass.com/wsdl/specification.wsdl;SpecService;0;0;0;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/1353_Canada_FinancialFunctions.wsdl;FinancialFunctions;0;0;0;0;0
http://www.xignite.com/xHistorical.asmx?WSDL;XigniteHistorical;0;0;1;1;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10327_United_States_Company_Simulation.wsdl;Company%20Simulation;0;0;0;0;0
http://www.xignite.com/xCounter.asmx?WSDL;XigniteCounter;0;0;0;0;0
http://www.xignite.com/xanalysts.asmx?WSDL;XigniteAnalysts;1;0;0;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10319_United_States_Land_Investment_Decision.wsdl;Land%20Investment%20Decision;0;0;0;0;0
http://www.xignite.com/xQuotes.asmx?WSDL;XigniteQuotes;0;0;1;1;0
https://taxrequest.exactor.com/request/soap/?wsdl;ExactorTaxService;0;0;0;0;0
https://api.taxcloud.net/1.0/?wsdl;TaxCloud;1;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10742_United_States_currencyconvertor.wsdl;CurrencyConvertor;0;0;0;0;0
http://www.xignite.com/xestimates.asmx?WSDL;XigniteEstimates;1;0;0;1;0
http://www.xignite.com/xmoneymarkets.asmx?WSDL;XigniteMoneyMarkets;0;0;1;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/20146_United_States_Total_Cost_Analysis.wsdl;Total%20Cost%20Analysis;0;0;0;0;0
http://demo.braingroup.ch/financial-kernel-ws/b2c/1?wsdl;B2c_v1_1;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10316_United_States_Tax_Rates.wsdl;Tax%20Rates;0;0;0;0;0
https://www1.gsis.gr/webtax2/wsgsis/RgWsPublic/RgWsPublicPort?WSDL;RgWsPublic;0;0;0;0;0
http://vodaphone.financialtech.cl/dct/def/extWebServices.wsdl;GetDeviceDetailsService;1;0;0;0;0
http://www.xignite.com/xHelp.asmx?wsdl;XigniteHelp;0;0;1;0;0
https://incometaxindiaefiling.gov.in/e-FilingWS/ditws/addClientDetails.wsdl;addClientDetails;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10130_United_Kingdom_bankdetails.wsdl;BankDetails;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10335_United_States_Class_3_Personal_Property_-_Mid-Year_Convention.wsdl;Class%203%20Personal%20Property%20-%20Mid-Year%20Convention;0;0;0;0;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10377_United_States_House_Payment_Calculator.wsdl;House%20Payment%20Calculator;0;0;0;0;0
http://demo.braingroup.ch/financial-kernel-ws/tax/1?wsdl;Tax_v1_9;1;0;1;0;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/17654_Switzerland_tax.wsdl;Tax;0;1;0;0;0
http://www.xignite.com/xFinancials.asmx?WSDL;XigniteFinancials;1;0;1;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service30.Accounts.wsdl;CurrencyConvertor.ccurrencycService;0;0;0;0;0
http://www.xignite.com/xEnergy.asmx?WSDL;XigniteEnergy;0;0;1;1;1
http://www.ebi.ac.uk/webservices/whatizit/ws?wsdl;whatizit;0;0;0;0;0
http://www.pharmaceutical-bioinformatics.de/prolific/soap/prolific.wsdl;Application;0;0;0;0;0
http://mrs.cmbi.ru.nl/mrsws/search/wsdl;mrsws_search;0;0;0;0;0
http://www.ibi.vu.nl/programs/domainationwww/domaination.wsdl;DOMAINATION_Domain_Prediction;0;0;0;0;0
http://www.ibi.vu.nl/programs/scoobywww/scooby.wsdl;Scooby_Domain_Prediction;0;0;0;0;0
http://services.bio.ifi.lmu.de:1046/bethesaurus/services/ProTagService?wsdl;ProTagService;0;0;0;0;0
http://cpdb.molgen.mpg.de/download/CPDB.wsdl;cpdb;0;0;0;0;0
http://api.cathdb.info/api/soap/dataservices/wsdl;DataServices;0;0;0;0;0
http://discover.nci.nih.gov/gominer/xfire/GMService?wsdl;GOMinerWS;0;0;0;0;0
http://gbio-pbil.ibcp.fr/media/wsdl/BlastWS.wsdl;Blast_Service;0;0;0;0;0
http://gbio-pbil.ibcp.fr/media/wsdl/ClustalwWS.wsdl;Clustalw_Service;0;0;0;0;0
http://gbio-pbil.ibcp.fr/media/wsdl/FastaWS.wsdl;Fasta_Service;0;0;0;0;0
http://www.nactem.ac.uk/software/geniatagger/webservice/geniatagger.wsdl;geniatagger;0;0;0;0;0
http://genius.embnet.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dotmatcher.wsdl;dotmatcherService;0;0;0;0;0
http://ws.biosemantics.org/ConceptProfileMiningService?wsdl;ConceptProfileMiningService;0;0;0;0;1
http://sciencesoft.at//services/chemEquation?wsdl;chemEquation;0;0;0;0;0
https://mutalyzer.nl/services/?wsdl;MutalyzerService;1;0;0;1;0
http://bibiserv.techfak.uni-bielefeld.de/wsdl/REPuter.wsdl;reputerImplementationService;0;0;0;0;0
http://sciencesoft.at//services/jmol?wsdl;jmol;0;0;0;0;0
http://bibiserv.techfak.uni-bielefeld.de/wsdl/roci.wsdl;rociImplementationService;0;0;0;0;0
http://www.ebi.ac.uk/webservices/citexplore/v3.0.1/service?wsdl;WSCitationImplService;0;0;0;0;0
https://emma.cebitec.uni-bielefeld.de/web_service_emma.wsdl;EMMAWebService;0;0;0;0;0
http://www.noncode.org/soap/soapserver.php?wsdl;ncRNAwsdl;0;0;0;0;0
https://www.diacomp.org/webservices/ModelWebService.asmx?WSDL;ModelWebService;0;0;0;0;0
http://tyna.gersteinlab.org/tyna/services/TYNA?wsdl;TYNAService;0;0;0;0;0
http://www.ebi.ac.uk/webservices/chebi/2.0/webservice?wsdl;ChebiWebServiceService;0;0;0;0;0
http://ws.theseed.org/wsdl_ach.cgi;ACHWebServicesHandlerService;0;0;0;0;0
http://ws.theseed.org/FIG/wsdl_seed.cgi;SeedWebServicesHandlerService;0;0;0;0;0
http://www.broad.mit.edu/webservices/genecruiser/services/Annotation?wsdl;AnnotationServiceService;0;0;0;0;0
http://sciencesoft.at/services/latex?wsdl;latex;0;0;0;0;0
https://www.diacomp.org/webservices/PublicationWebService.asmx?WSDL;PublicationWebService;0;0;0;0;0
http://www.marinespecies.org/aphia.php?p=soap&wsdl=1;AphiaNameService;0;0;0;0;0
http://www.ncbi.nlm.nih.gov/entrez/eutils/soap/eutils.wsdl;eUtilsService;0;0;0;0;0
http://www.ebi.ac.uk/ontology-lookup/OntologyQuery.wsdl;QueryService;0;0;0;0;0
https://www.xifin.net/test/accession/accessionSearch.wsdl;accessionSearchService;0;0;0;0;0
http://wijisgwtest.wisconsin.gov/wsdl/RemoteGatewaySearch.wsdl;RemoteGatewaySearch;0;0;0;0;0
http://mrs.cmbi.ru.nl/mrsws/search/wsdl;mrsws_search;0;0;0;0;0
https://ws.ondemand.qas.com/ProOnDemand/V2/ProOnDemandService.asmx?WSDL;OnDemandIntermediaryV2;0;0;0;0;0
http://www.textpresso.org/neuroscience/webservice/wsdl/search.wsdl;Search_Web_Service;0;0;0;0;0
http://foodsearch1.webservices.calorieking.com/soap/1.2/?wsdl;FoodSearch1Service;0;0;0;0;0
https://testlookup.attuswebsolutions.com/attusprod/WatchDOGNSA/searchservice.wsdl;SearchService;0;1;0;0;0
http://abr.business.gov.au/abrxmlsearch/ABRXMLSearch.asmx?WSDL;ABRXMLSearch;1;0;0;0;1
https://ws.wealthengine.com/ws3/search?wsdl;ProspectLink3;0;0;0;0;0
http://wstest.ezeego1.com/axis/services/AirSearchDetails?wsdl;AirSearchBookInterfaceService;0;0;0;0;0
http://api.bing.net/search.wsdl;BingService;0;0;0;0;0
http://www.sensebot.net/svc/extconcone.asmx?WSDL;ConceptsService;0;0;0;0;0
http://eit.ebscohost.com/Services/SearchService.asmx?wsdl;SearchService;0;0;0;0;0
https://sandbox.im.yahooapis.jp/services/V4/SearchKeywordListService?wsdl;SearchKeywordListService;0;0;0;0;1
https://ss.yahooapis.jp/services/V5.1/DictionaryService?wsdl;DictionaryService;0;0;0;0;0
https://ws.ondemand.qas.com/ProWebIntermediary/OnDemandProWebIntermediary.asmx?WSDL;QASOnDemandIntermediary;0;0;0;0;0
https://staging.textkernel.nl/match-SearchBox/soap/search?wsdl;SearchServiceService;0;0;0;0;0
http://services.digikey.com/search/search.asmx?wsdl;SearchService;1;0;0;1;0
http://212.163.31.40/Ventas/services/wsFareSearch_1_3?wsdl;wsFareSearch_1_3;0;0;0;0;0
http://www.webservicex.net/geoipservice.asmx?WSDL;GeoIPService;0;0;0;0;0
https://api-s5.postini.com/dl/api/automatedbatch.wsdl;AutomatedBatchService;1;0;0;0;0
http://webservice.est.co.jp/zipcode/SearchEngine.asmx?WSDL;SearchEngine;0;0;0;0;0
https://ofac-analyzer.com/serviceSearch.asmx?WSDL;ofac_Search;0;0;0;0;0
https://ivrs.elections.il.gov/api/SearchUpdate.asmx?WSDL;SearchUpdate;0;0;0;0;0
http://www.superfundlookup.gov.au/xmlsearch/SflXmlSearch.asmx?WSDL;SflXmlSearch;0;0;0;0;0
http://api.search.live.net/search.wsdl?;BingService;0;0;0;0;0
https://ss.yahooapis.jp/services/V5.1/KeywordEstimatorService?wsdl;KeywordEstimatorService;0;0;0;0;1
https://service.familytreemaker.com/ohanaservice/SearchService.asmx?WSDL;SearchService;0;0;0;0;0
http://www.dis.h.u-tokyo.ac.jp/webservices/byomeisearch.asmx?wsdl;ByomeiWS;0;0;0;0;0
http://gbio-pbil.ibcp.fr/media/wsdl/SSearchWS.wsdl;SSearch_Service;0;0;0;0;0
https://sandbox.im.yahooapis.jp/services/V4/SearchKeywordIdeaService?wsdl;SearchKeywordIdeaService;0;0;0;0;1
https://location.im.yahooapis.jp/services/V4/SearchKeywordIdeaService?wsdl;SearchKeywordIdeaService;0;0;0;0;1
http://api.kartoteka.ru/search/v1/soap/search.wsdl;Card;1;0;0;0;0
http://six.maps.nsw.gov.au/wsdl/AddressSearch.wsdl;AddressSearchService;0;0;0;0;0
http://skyserver.sdss.org/vo/dr2cone/sdssconesearch.asmx?WSDL;ConeSearchWS;0;0;0;0;1
http://home.textkernel.nl/SearchBox/soap/search?wsdl;SearchServiceService;0;0;0;0;0
http://api.opencalais.com/enlighten/?wsdl;calais;0;1;0;0;0
http://webservices.linjegods.no/PublicMethodes.asmx?WSDL;Schenker_x0020_Norway_x0020_Webservices;0;1;0;0;0
http://developer.stamps.com/developer/downloads/files/Stamps.com_SWSIM_v26.wsdl;SwsimV26;1;0;0;0;0
http://ws.epostcode.com/uk/postcodeservices09.asmx?WSDL;PostcodeServices09;0;0;0;0;0
http://www.canadapost.ca/cpo/mc/assets/wsdl/developers/serviceinfo.wsdl;ServiceInfoService;0;0;0;0;0
http://ws.strikeiron.com/AddressDistanceCalculator?WSDL;AddressDistanceCalculator;0;0;0;0;0
http://validator2.addressdoctor.com/addBatch/Batch.asmx?wsdl;Batch;0;0;0;0;1
http://wsparam.strikeiron.com/ZIPPostalCodeInfo5?WSDL;AdvancedZipInfo;0;0;0;0;0
http://ws.strikeiron.com/ZIPPostalCodeInfo5?WSDL;AdvancedZipInfo;0;0;0;0;0
http://fraktguide.bring.no/fraktguide/ws/fraktguide-v6.wsdl;FraktguideService;0;0;0;0;0
https://www.mytnt.it/ResiService/ResiServiceImpl.wsdl;ResiServiceImplService;0;0;0;0;0
https://ws.colissimo.fr/soap.shippingclp-return-ws-proxy/services/WSColiPosteLetterReturnService?wsdl;WSColiPosteLetterReturnService;0;0;0;0;0
http://www.mondialrelay.fr/webservice/Web_Services.asmx?WSDL;Web_Services;0;0;0;0;1
http://ws.coliposte.fr/soap.shippingclp-return-ws-proxy/services/WSColiPosteLetterReturnService?wsdl;WSColiPosteLetterReturnService;0;0;0;0;0
http://wsparam.strikeiron.com/USGeocoding5?WSDL;USGeocoding;0;0;0;0;0
https://www.chronopost.fr/shipping-cxf/ShippingServiceWS?wsdl;ShippingServiceWSService;0;0;0;0;0
http://apps.hha.co.uk/mis/api.asmx?WSDL;Api;1;0;0;0;0
http://www.canadapost.ca/cpo/mc/assets/wsdl/developers/track.wsdl;TrackingService;0;0;0;0;0
http://www.canadapost.ca/cpo/mc/assets/wsdl/developers/postoffice.wsdl;PostOfficeService;0;0;0;0;0
https://qa-api.ukmail.com/Services/UKMConsignmentServices/UKMConsignmentService.svc?wsdl;UKMConsignmentService;0;0;0;0;0
https://ws.colissimo.fr/soap.shippingclpV2/services/WSColiPosteLetterService?wsdl;WSColiPosteLetterService;0;0;0;0;0
http://ws.epostcode.com/uk/postcodeservices.asmx?WSDL;PostcodeServices;0;0;0;0;0
https://api.channeladvisor.com/ChannelAdvisorAPI/v7/ShippingService.asmx?WSDL;ShippingService;0;0;0;0;0
https://www.myshawtracking.ca/otsWebWS/services/OTSWebSvcs/wsdl/OTSWebSvcs.wsdl;OTSWebSvcsService;0;0;0;0;1
http://www.canadapost.ca/cpo/mc/assets/wsdl/developers/pickup.wsdl;PickupDomainService;0;0;0;0;0
http://www.canadapost.ca/cpo/mc/assets/wsdl/developers/authreturn.wsdl;AuthReturnService;0;0;0;0;0
http://wsparam.strikeiron.com/NAAddressVerification6?WSDL;NorthAmericanAddressVerificationService;0;0;0;0;0
http://67.215.166.2/WsDev/WSShipping.asmx?WSDL;WSOrder;0;0;0;0;0
http://vlbapi.bvdep.com/VlbOnlineAPI.asmx?WSDL;VlbNewOnlineApi;1;0;0;0;0
http://www.purolatorshipping.com//WebServices/ShippingServices.asmx?wsdl;ShippingServices;0;0;0;0;0
http://www.saiasecure.com/webservice/shipment/soap.asmx?wsdl;Shipment;0;0;0;0;0
http://fraktguide.bring.no/fraktguide/ws/fraktguide-v8.wsdl;FraktguideService;0;0;0;0;0
http://www.carrierrate.com/RateQuoteService/service.asmx?WSDL;Service;1;0;0;0;1
http://shippingapi.ebay.cn/production/v3/orderservice.asmx?WSDL;OrderService;0;0;0;0;1
http://www.canadapost.ca/cpo/mc/assets/wsdl/developers/ncshipment.wsdl;NCShipmentService;0;0;0;0;0
http://rushservice.rushweb.com/myservice.asmx?WSDL;MyService;0;0;0;0;0
http://ws.strikeiron.com/USGeocoding5?WSDL;USGeocoding;0;0;0;0;0
http://www.peninsulatruck.com/WebServices/Rater.asmx?WSDL;Rater;0;0;0;0;0
http://ws.strikeiron.com/NAAddressVerification6?WSDL;NorthAmericanAddressVerificationService;0;0;0;0;0
https://api.flightstats.com/flex/flightstatus/docs/v2/lts/soap/flightsNearService.wsdl;FlightsNearSoapApiService;0;0;0;0;0
http://api.whl.travel/soap?act=wsdl;service;0;0;0;0;0
http://www.orchestration.com.br/TravelManagementService.svc?wsdl;TravelManagementService;1;0;0;0;0
http://fz.connectpoint.uat.radixx.com/ConnectPoint.TravelAgents.svc?WSDL;ConnectPoint_TravelAgents;1;0;0;0;0
https://api.flightstats.com/flex/airports/docs/v1/lts/soap/airportsService.wsdl;AirportsV1SoapService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/6769_Norway_PublicMethodes.wsdl;Schenker_x0020_Norway_x0020_Webservices;0;1;0;0;0
http://xml.bookingengine.es/webservice/OTA_HotelDescriptiveInfo.asmx?wsdl;OTA_HotelDescriptiveInfo;1;0;0;0;0
http://book.hotelzon.com/hsi_2.5_doc/dispatcher?WSDL;HotelzonServiceInterface;1;0;0;1;0
http://api.mouzenidis-travel.com/search/ServiceMainSearch.svc?wsdl;ServiceMainSearch;1;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service267.wsdl;cnotes;0;0;0;0;0
http://www.torontopearson.com/ConnectingGuide/ConnectingGuideWS.asmx?WSDL;ConnectingGuideWS;0;0;0;0;0
https://api.flightstats.com/flex/airlines/docs/v1/lts/soap/airlinesService.wsdl;AirlinesV1SoapService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service73.Miscellaneous.wsdl;CarRentalQuotesService;0;0;0;0;0
http://www.momondo.com/Momondo.asmx?WSDL;Momondo;1;0;1;0;0
http://caval.travel/tech_specs/wsdls/HotelBookingService.wsdl;HotelBookingService;0;0;0;0;0
https://api.flightstats.com/flex/schedules/soap/v1/scheduledFlightsService?wsdl;ScheduledFlightsV1SoapService;0;0;0;0;0
http://test.interhotel.ru/webservice/serviceTLine.wsdl;serviceTLineService;0;0;0;0;0
http://xml.bookingengine.es/webservice/OTA_HotelAvail.asmx?wsdl;OTA_HotelAvail;1;0;0;0;0
https://us.newhotelcloud.com/NewHotel2011/Pms/Services/Web/NewHotelPhone.asmx?wsdl;NewHotelPhone;1;0;0;0;0
http://api.ean.com/ean-services/ws/hotel/v3?wsdl&apiKey=3dqawdd2csbujfbdg7whg94h;HotelServicesImplService;0;0;0;0;0
https://api.flightstats.com/flex/schedules/docs/v1/lts/soap/scheduledFlightsService.wsdl;ScheduledFlightsV1SoapService;0;0;0;0;0
https://api.flightstats.com/flex/flightstatus/soap/v2/flightsNearService?wsdl;FlightsNearSoapApiService;0;0;0;0;0
https://www.platforma-broker.ro/ws/travel.svc?wsdl&wsdl;TravelService;0;0;0;0;0
http://planexml.flightwise.com/ws/PlaneXMLv1.asmx?WSDL;PlaneXMLv1;0;0;0;0;0
https://api.flightstats.com/flex/flightstatus/docs/v2/lts/soap/routeService.wsdl;RouteSoapApiService;0;0;0;0;0
http://webservices.newmind.co.uk/Tourism/ProductService/1.1/ProductService.asmx?WSDL;NMDMSProductService;1;0;0;0;0
https://api.flightstats.com/flex/ratings/docs/v1/lts/soap/ratingsService.wsdl;RatingsV1SoapService;0;0;0;0;0
http://ente.info.poland.travel/webservice.php?wsdl;POT WebService;0;0;0;0;0
http://test.goglobal.travel/XMLWebService.asmx?WSDL;XMLWebService;0;1;0;0;0
http://webservices.sabre.com/wsdl/sabreXML1.0.00/GHT/HotelDirectUpdate.wsdl;GHT_HotelDirectUpdateService;0;0;0;0;0
https://reservas.hoteldirecto.es/siteminder/siteminder_inlined.wsdl;SiteConnectService;0;0;0;0;0
https://api.flightstats.com/flex/airlines/soap/v1/airlinesService?wsdl;AirlinesV1SoapService;0;0;0;0;0
http://tpb1.cangooroo.net/ws/2013/hotel_a.asmx?wsdl;Hotel_a;0;0;0;0;0
http://xml.asia-experience.com/TravelStudioWS_LIVE/TravelStudioB2BWebService.asmx?wsdl;TravelStudioB2BWebService;1;0;0;1;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/17578_Norway_PublicMethodes.wsdl;Schenker_x0020_Norway_x0020_Webservices;0;1;0;0;0
http://webservices.bajajallianz.com:8001/bjazTravelWS/bjazTravelWSPort?WSDL;bjazTravelWS;0;0;0;0;0
http://flytour-ad-01.dualtec.com.br:4122/FTV_Hotel/Venda.svc?wsdl;VendaService;0;0;0;0;0
https://api.flightstats.com/flex/ratings/soap/v1/ratingsService?wsdl;RatingsV1SoapService;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/10071_United_Kingdom_WebService.wsdl;WebService;0;0;0;0;1
http://54.251.105.26/GQWCF_FlightEngine/FlightBookingService.svc?wsdl;FlightBookingService;0;0;0;0;0
https://wcffs.travelexplorer.com.br/FlightService.svc?wsdl;FlightService;1;0;0;1;0
https://api.flightstats.com/flex/alerts/docs/v1/lts/soap/flightAlertsService.wsdl;FlightAlertsV1SoapService;0;0;0;0;0
http://demo-hotelws.touricoholidays.com/HotelFlow.svc?wsdl;HotelFlow;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/890_Brazil_Taxi.wsdl;Taxi;0;0;0;0;0
http://api.tektravels.com/tboapi_v7/service.asmx?WSDL;BookingAPI;1;0;0;1;0
https://raw.githubusercontent.com/polysics/travelport/master/wsdl/air_v18_0/Air.wsdl;AirService;1;0;0;0;0
http://www.flyfrontier.com/f9_services/wordwheel/wordwheellocal.asmx?WSDL;WordWheelLocal;0;0;0;0;1
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/service20.Accounts.wsdl;cnotes;0;0;0;0;0
http://xml.bookingengine.es/webservice/JP_HotelList.asmx?wsdl;JP_HotelList;0;0;0;0;0
http://eil.cs.txstate.edu/ServiceXplorer/wsdl_files/1832_China_TradeService.wsdl;TradeServiceService;0;0;0;0;0
